iter	Passed	Remaining
1680	9815	3643
1681	9818	3636
1682	9822	3630
1683	9825	3623
1684	9829	3616
1685	9833	3610
1686	9836	3603
1687	9840	3596
1688	9843	3590
1689	9846	3583
1690	9850	3576
1691	9854	3570
1692	9857	3563
1693	9860	3556
1694	9864	3549
1695	9868	3543
1696	9871	3536
1697	9874	3530
1698	9878	3523
1699	9881	3516
1700	9885	3510
1701	9888	3503
1702	9891	3496
1703	9894	3489
1704	9897	3482
1705	9900	3476
1706	9904	3469
1707	9907	3463
1708	9910	3456
1709	9915	3450
1710	9918	3443
1711	9922	3436
1712	9925	3430
1713	9929	3423
1714	9933	3417
1715	9937	3410
1716	9940	3404
1717	9943	3397
1718	9947	3391
1719	9951	3384
1720	9955	3378
1721	9960	3372
1722	9965	3366
1723	9969	3359
1724	9973	3353
1725	9978	3347
1726	9981	3340
1727	9986	3334
1728	9990	3328
1729	9995	3322
1730	10000	3316
1731	10005	3310
1732	10010	3304
1733	10014	3297
1734	10018	3291
1735	10023	3285
1736	10028	3279
1737	10032	3272
1738	10036	3266
1739	10040	3260
1740	10044	3253
1741	10048	3247
1742	10051	3240
1743	10058	3235
1744	10063	3229
1745	10088	3229
1746	10096	3224
1747	10104	3219
1748	10115	3215
1749	10121	3210
1750	10137	3207
1751	10146	3202
1752	10152	3196
1753	10158	3191
1754	10164	3185
1755	10170	3179
1756	10174	3173
1757	10178	3167
1758	10182	3160
1759	10186	3154
1760	10191	3148
1761	10195	3141
1762	10199	3135
1763	10204	3129
1764	10209	3123
1765	10214	3117
1766	10218	3111
1767	10222	3105
1768	10228	3099
1769	10232	3092
1770	10237	3086
1771	10241	3080
1772	10245	3074
1773	10249	3067
1774	10252	3061
1775	10256	3054
1776	10260	3048
1777	10264	3042
1778	10267	3035
1779	10272	3029
1780	10276	3023
1781	10280	3017
1782	10284	3011
1783	10288	3004
1784	10292	2998
1785	10295	2991
1786	10299	2985
1787	10304	2979
1788	10308	2973
1789	10312	2966
1790	10316	2960
1791	10320	2954
1792	10325	2948
1793	10331	2942
1794	10336	2936
1795	10342	2931
1796	10347	2925
1797	10351	2919
1798	10356	2913
1799	10362	2907
1800	10366	2901
1801	10372	2895
1802	10377	2889
1803	10382	2883
1804	10387	2877
1805	10391	2871
1806	10396	2865
1807	10402	2859
1808	10406	2853
1809	10410	2847
1810	10415	2841
1811	10420	2835
1812	10424	2828
1813	10427	2822
1814	10432	2816
1815	10436	2810
1816	10440	2804
1817	10444	2797
1818	10448	2791
1819	10452	2785
1820	10455	2779
1821	10459	2772
1822	10463	2766
1823	10466	2760
1824	10470	2754
1825	10475	2747
1826	10479	2741
1827	10483	2735
1828	10488	2729
1829	10491	2723
1830	10495	2716
1831	10498	2710
1832	10501	2704
1833	10506	2698
1834	10509	2691
1835	10512	2685
1836	10516	2679
1837	10519	2672
1838	10522	2666
1839	10526	2660
1840	10529	2653
1841	10532	2647
1842	10536	2641
1843	10539	2634
1844	10542	2628
1845	10546	2622
1846	10550	2616
1847	10555	2610
1848	10560	2604
1849	10565	2598
1850	10568	2592
1851	10572	2586
1852	10576	2579
1853	10581	2573
1854	10585	2567
1855	10589	2561
1856	10592	2555
1857	10596	2549
1858	10600	2543
1859	10603	2536
1860	10608	2530
1861	10611	2524
1862	10615	2518
1863	10620	2512
1864	10624	2506
1865	10628	2500
1866	10632	2494
1867	10637	2488
1868	10641	2482
1869	10648	2477
1870	10651	2470
1871	10655	2464
1872	10659	2458
1873	10663	2452
1874	10667	2446
1875	10670	2440
1876	10673	2433
1877	10677	2427
1878	10681	2421
1879	10684	2415
1880	10688	2409
1881	10692	2403
1882	10695	2396
1883	10698	2390
1884	10701	2384
1885	10705	2378
1886	10708	2372
1887	10711	2365
1888	10714	2359
1889	10718	2353
1890	10722	2347
1891	10726	2341
1892	10729	2335
1893	10733	2329
1894	10737	2323
1895	10741	2317
1896	10745	2311
1897	10749	2305
1898	10752	2298
1899	10755	2292
1900	10759	2286
1901	10763	2280
1902	10766	2274
1903	10769	2268
1904	10772	2262
1905	10776	2255
1906	10779	2249
1907	10782	2243
1908	10784	2237
1909	10788	2231
1910	10791	2224
1911	10795	2218
1912	10798	2212
1913	10801	2206
1914	10804	2200
1915	10809	2194
1916	10812	2188
1917	10816	2182
1918	10820	2176
1919	10824	2170
1920	10828	2164
1921	10832	2158
1922	10837	2152
1923	10840	2146
1924	10844	2140
1925	10848	2134
1926	10851	2128
1927	10855	2122
1928	10859	2116
1929	10862	2110
1930	10866	2104
1931	10869	2098
1932	10873	2092
1933	10876	2086
1934	10880	2080
1935	10884	2074
1936	10888	2068
1937	10893	2062
1938	10897	2057
1939	10901	2051
1940	10904	2045
1941	10907	2038
1942	10911	2032
1943	10915	2027
1944	10919	2021
1945	10923	2015
1946	10927	2009
1947	10930	2003
1948	10934	1997
1949	10938	1991
1950	10942	1985
1951	10945	1979
1952	10948	1973
1953	10951	1967
1954	10955	1961
1955	10959	1955
1956	10962	1949
1957	10966	1943
1958	10969	1937
1959	10973	1931
1960	10977	1925
1961	10981	1919
1962	10985	1913
1963	10989	1908
1964	10993	1902
1965	10997	1896
1966	11001	1890
1967	11005	1884
1968	11009	1878
1969	11013	1872
1970	11017	1866
1971	11020	1861
1972	11024	1855
1973	11028	1849
1974	11033	1843
1975	11038	1837
1976	11042	1831
1977	11046	1826
1978	11050	1820
1979	11054	1814
1980	11058	1808
1981	11061	1802
1982	11066	1796
1983	11069	1790
1984	11072	1784
1985	11075	1779
1986	11079	1773
1987	11082	1767
1988	11085	1761
1989	11088	1755
1990	11091	1749
1991	11094	1743
1992	11097	1737
1993	11101	1731
1994	11104	1725
1995	11108	1719
1996	11112	1713
1997	11115	1707
1998	11119	1702
1999	11123	1696
2000	11128	1690
2001	11132	1684
2002	11135	1678
2003	11138	1672
2004	11142	1667
2005	11146	1661
2006	11149	1655
2007	11153	1649
2008	11157	1643
2009	11161	1638
2010	11166	1632
2011	11169	1626
2012	11173	1620
2013	11177	1614
2014	11180	1609
2015	11183	1603
2016	11187	1597
2017	11191	1591
2018	11194	1585
2019	11197	1579
2020	11201	1574
2021	11205	1568
2022	11209	1562
2023	11213	1556
2024	11216	1550
2025	11220	1545
2026	11223	1539
2027	11227	1533
2028	11231	1527
2029	11234	1521
2030	11238	1516
2031	11242	1510
2032	11246	1504
2033	11250	1498
2034	11253	1493
2035	11256	1487
2036	11259	1481
2037	11262	1475
2038	11266	1469
2039	11270	1464
2040	11274	1458
2041	11278	1452
2042	11282	1446
2043	11285	1440
2044	11289	1435
2045	11292	1429
2046	11295	1423
2047	11298	1417
2048	11303	1412
2049	11306	1406
2050	11309	1400
2051	11313	1394
2052	11316	1389
2053	11319	1383
2054	11323	1377
2055	11327	1371
2056	11331	1366
2057	11336	1360
2058	11339	1354
2059	11344	1349
2060	11348	1343
2061	11351	1337
2062	11355	1332
2063	11358	1326
2064	11361	1320
2065	11364	1314
2066	11369	1309
2067	11373	1303
2068	11376	1297
2069	11380	1291
2070	11383	1286
2071	11387	1280
2072	11390	1274
2073	11394	1269
2074	11396	1263
2075	11400	1257
2076	11403	1251
2077	11407	1246
2078	11410	1240
2079	11415	1234
2080	11418	1229
2081	11421	1223
2082	11425	1217
2083	11429	1212
2084	11433	1206
2085	11436	1200
2086	11440	1195
2087	11443	1189
2088	11447	1183
2089	11451	1178
2090	11456	1172
2091	11461	1166
2092	11464	1161
2093	11468	1155
2094	11473	1150
2095	11477	1144
2096	11480	1138
2097	11483	1133
2098	11487	1127
2099	11490	1121
2100	11493	1115
2101	11496	1110
2102	11501	1104
2103	11506	1099
2104	11509	1093
2105	11514	1088
2106	11518	1082
2107	11522	1076
2108	11525	1071
2109	11529	1065
2110	11533	1059
2111	11537	1054
2112	11540	1048
2113	11543	1042
2114	11547	1037
2115	11550	1031
2116	11553	1026
2117	11557	1020
2118	11561	1014
2119	11566	1009
2120	11569	1003
2121	11573	998
2122	11577	992
2123	11581	986
2124	11585	981
2125	11588	975
2126	11592	970
2127	11596	964
2128	11600	959
2129	11604	953
2130	11608	947
2131	11612	942
2132	11616	936
2133	11619	931
2134	11621	925
2135	11624	919
2136	11627	914
2137	11630	908
2138	11633	902
2139	11636	897
2140	11639	891
2141	11643	886
2142	11646	880
2143	11649	874
2144	11652	869
2145	11656	863
2146	11659	857
2147	11661	852
2148	11666	846
2149	11670	841
2150	11674	835
2151	11677	830
2152	11680	824
2153	11683	819
2154	11686	813
2155	11689	807
2156	11691	802
2157	11694	796
2158	11697	791
2159	11699	785
2160	11703	779
2161	11706	774
2162	11709	768
2163	11711	763
2164	11714	757
2165	11716	751
2166	11718	746
2167	11721	740
2168	11723	735
2169	11726	729
2170	11728	723
2171	11731	718
2172	11734	712
2173	11737	707
2174	11740	701
2175	11742	696
2176	11745	690
2177	11748	685
2178	11751	679
2179	11754	673
2180	11756	668
2181	11759	662
2182	11761	657
2183	11764	651
2184	11767	646
2185	11769	640
2186	11772	635
2187	11775	629
2188	11778	624
2189	11780	618
2190	11783	613
2191	11785	607
2192	11787	602
2193	11790	596
2194	11793	590
2195	11795	585
2196	11798	579
2197	11801	574
2198	11804	569
2199	11806	563
2200	11809	558
2201	11812	552
2202	11815	547
2203	11818	541
2204	11820	536
2205	11823	530
2206	11826	525
2207	11829	519
2208	11831	514
2209	11834	508
2210	11837	503
2211	11839	497
2212	11841	492
2213	11844	486
2214	11846	481
2215	11849	475
2216	11853	470
2217	11855	465
2218	11857	459
2219	11860	454
2220	11862	448
2221	11865	443
2222	11867	437
2223	11870	432
2224	11873	426
2225	11876	421
2226	11879	416
2227	11881	410
2228	11884	405
2229	11886	399
2230	11889	394
2231	11891	388
2232	11894	383
2233	11897	378
2234	11900	372
2235	11902	367
2236	11905	361
2237	11908	356
2238	11911	351
2239	11913	345
2240	11916	340
2241	11918	334
2242	11921	329
2243	11923	324
2244	11926	318
2245	11928	313
2246	11931	307
2247	11933	302
2248	11935	297
2249	11937	291
2250	11939	286
2251	11942	281
2252	11944	275
2253	11946	270
2254	11948	264
2255	11950	259
2256	11952	254
2257	11954	248
2258	11956	243
2259	11958	238
2260	11960	232
2261	11962	227
2262	11964	222
2263	11967	216
2264	11969	211
2265	11970	206
2266	11972	200
2267	11974	195
2268	11976	190
2269	11979	184
2270	11981	179
2271	11983	174
2272	11985	168
2273	11988	163
2274	11989	158
2275	11992	152
2276	11994	147
2277	11997	142
2278	11999	136
2279	12002	131
2280	12003	126
2281	12005	121
2282	12007	115
2283	12009	110
2284	12011	105
2285	12013	99
2286	12015	94
2287	12016	89
2288	12018	84
2289	12020	78
2290	12022	73
2291	12023	68
2292	12025	62
2293	12026	57
2294	12028	52
2295	12030	47
2296	12032	41
2297	12034	36
2298	12036	31
2299	12037	26
2300	12039	20
2301	12041	15
2302	12042	10
2303	12044	5
2304	12046	0
