iter	R2	RMSE
1817	0.8736389836	1.363249052
1818	0.8736409158	1.363238629
1819	0.8737517882	1.362640418
1820	0.8737584129	1.362604667
1821	0.8737753779	1.362513107
1822	0.8737818564	1.362478141
1823	0.8737884166	1.362442733
1824	0.873795023	1.362407074
1825	0.8738529551	1.362094345
1826	0.8738594523	1.362059267
1827	0.8739289027	1.361684254
1828	0.8739354106	1.361649108
1829	0.8739417356	1.361614949
1830	0.8739481517	1.361580297
1831	0.8739580671	1.361526744
1832	0.8739644435	1.361492304
1833	0.8740500468	1.361029863
1834	0.8740563945	1.360995565
1835	0.8741279934	1.360608648
1836	0.8741363514	1.360563474
1837	0.8741755006	1.36035186
1838	0.874201499	1.360211312
1839	0.8742172003	1.360126423
1840	0.8742233834	1.360092993
1841	0.8742296283	1.360059227
1842	0.8742358429	1.360025625
1843	0.8742419618	1.35999254
1844	0.8743619586	1.359343541
1845	0.8743859363	1.359213821
1846	0.8744368097	1.358938554
1847	0.8744857641	1.358673618
1848	0.874531088	1.358428283
1849	0.8745855766	1.358133282
1850	0.8745995194	1.358057785
1851	0.8746384434	1.357847
1852	0.8747129924	1.357443203
1853	0.8747192773	1.357409155
1854	0.874801179	1.356965383
1855	0.874825513	1.356833505
1856	0.8748315729	1.356800661
1857	0.8749581675	1.356114358
1858	0.8749642556	1.356081343
1859	0.8749828076	1.355980737
1860	0.8750814414	1.355445722
1861	0.8751253309	1.355207587
1862	0.8752177971	1.354705747
1863	0.875277507	1.354381586
1864	0.8753029359	1.354243511
1865	0.8753326335	1.35408224
1866	0.8753473708	1.354002202
1867	0.8754232288	1.353590147
1868	0.8754464536	1.353463966
1869	0.875522354	1.353051517
1870	0.8755656325	1.352816282
1871	0.8755716754	1.352783433
1872	0.8756886229	1.352147557
1873	0.8757961553	1.35156261
1874	0.8758404988	1.35132132
1875	0.8758464292	1.351289047
1876	0.8758591934	1.351219582
1877	0.8760689188	1.350077714
1878	0.876083923	1.349995986
1879	0.8760951818	1.349934655
1880	0.8761092167	1.349858198
1881	0.8761589691	1.349587131
1882	0.8761827041	1.349457796
1883	0.8762178718	1.34926614
1884	0.876236933	1.349162249
1885	0.8763457077	1.348569233
1886	0.8763515759	1.348537233
1887	0.8763653997	1.348461848
1888	0.8764039854	1.348251408
1889	0.8765190988	1.347623403
1890	0.8765939364	1.347214966
1891	0.8767692929	1.346257449
1892	0.8768510768	1.345810643
1893	0.8768569329	1.345778644
1894	0.8768817486	1.345643037
1895	0.8769224999	1.345420319
1896	0.8769283086	1.34538857
1897	0.8769339814	1.345357563
1898	0.8770024962	1.344983009
1899	0.8770565823	1.344687259
1900	0.8770623409	1.344655767
1901	0.8771353265	1.34425656
1902	0.8771924365	1.343944105
1903	0.8771981752	1.343912704
1904	0.8772039515	1.343881097
1905	0.8772284447	1.343747063
1906	0.877233996	1.343716683
1907	0.8772461259	1.343650298
1908	0.8772516589	1.343620016
1909	0.8772648498	1.343547819
1910	0.8773871366	1.342878333
1911	0.8773925928	1.342848454
1912	0.8774653911	1.342449735
1913	0.8774670154	1.342440837
1914	0.8775626437	1.341916895
1915	0.8776520705	1.341426746
1916	0.8776655153	1.341353039
1917	0.8777452743	1.340915704
1918	0.8777882156	1.340680188
1919	0.8778618036	1.340276492
1920	0.8779860736	1.339594484
1921	0.8779994314	1.339521154
1922	0.8780545543	1.339218506
1923	0.8781027325	1.33895393
1924	0.8782552515	1.338116012
1925	0.8783109837	1.337809696
1926	0.8784324607	1.33714179
1927	0.8784467481	1.337063213
1928	0.8784572275	1.337005576
1929	0.878462678	1.336975597
1930	0.878468063	1.336945978
1931	0.8784734177	1.336916525
1932	0.8784787457	1.336887218
1933	0.8784840632	1.336857968
1934	0.8784894667	1.336828244
1935	0.8784947749	1.336799044
1936	0.8785350709	1.336577358
1937	0.8785776431	1.336343109
1938	0.8786290125	1.3360604
1939	0.878645013	1.33597233
1940	0.8786576676	1.335902672
1941	0.8786630119	1.335873253
1942	0.8787816161	1.3352202
1943	0.8787869257	1.335190957
1944	0.8788022043	1.335106806
1945	0.8788108173	1.335059364
1946	0.8788910378	1.334617424
1947	0.8788962087	1.334588932
1948	0.8790072332	1.333977035
1949	0.8790773219	1.333590606
1950	0.8790958002	1.333488709
1951	0.8791420733	1.333233504
1952	0.8791474425	1.333203889
1953	0.8791696668	1.333081298
1954	0.8791917565	1.332959438
1955	0.8792766404	1.332491065
1956	0.8793303731	1.332194493
1957	0.8794368507	1.331606606
1958	0.8794453648	1.331559587
1959	0.8794992183	1.33126214
1960	0.8795413349	1.331029473
1961	0.879583171	1.330798315
1962	0.8796117669	1.33064029
1963	0.8796169745	1.330611511
1964	0.8796220962	1.330583205
1965	0.8796746925	1.33029249
1966	0.87967974	1.330264587
1967	0.8798053762	1.329569887
1968	0.8798261921	1.329454751
1969	0.8799046261	1.329020832
1970	0.8799096837	1.328992847
1971	0.8799146858	1.328965168
1972	0.8799197687	1.328937042
1973	0.8799248268	1.328909053
1974	0.8799754664	1.328628801
1975	0.8800035151	1.328473548
1976	0.8800742813	1.328081766
1977	0.8800827771	1.328034723
1978	0.8801374898	1.327731728
1979	0.8801552767	1.32763321
1980	0.880168025	1.327562596
1981	0.8801730672	1.327534665
1982	0.8802662504	1.327018388
1983	0.8803754385	1.32641318
1984	0.8803803609	1.32638589
1985	0.8803942531	1.326308866
1986	0.8803991449	1.326281743
1987	0.8804040196	1.326254715
1988	0.8804310294	1.326104944
1989	0.8805725714	1.325319811
1990	0.8805852635	1.325249385
1991	0.8806067044	1.325130405
1992	0.8806766533	1.324742172
1993	0.8807472818	1.324350051
1994	0.8807522935	1.324322222
1995	0.8807947176	1.324086628
1996	0.8808628789	1.323708019
1997	0.8808677993	1.323680684
1998	0.8809504774	1.323221285
1999	0.8809791408	1.32306198
2000	0.8810777966	1.322513527
2001	0.8810888424	1.322452106
2002	0.8811601649	1.322055446
2003	0.8811981865	1.32184394
2004	0.881235806	1.321634637
2005	0.881240638	1.321607751
2006	0.8812453655	1.321581446
2007	0.8812500554	1.321555349
2008	0.8813174237	1.321180429
2009	0.881365872	1.320910737
2010	0.8814507862	1.320437921
2011	0.881473058	1.32031388
2012	0.881499558	1.320166276
2013	0.8815944147	1.319637789
2014	0.8816213789	1.319487522
2015	0.8816260535	1.319461469
2016	0.881662152	1.319260267
2017	0.8817204956	1.318935013
2018	0.8817251396	1.31890912
2019	0.8817467796	1.318788458
2020	0.8817677665	1.318671427
2021	0.8818907487	1.317985424
2022	0.8819822392	1.317474852
2023	0.8819869397	1.317448616
2024	0.8820646482	1.317014791
2025	0.8821711685	1.316419887
2026	0.8821757355	1.316394375
2027	0.8821892705	1.316318763
2028	0.8822207768	1.316142739
2029	0.8822264934	1.316110797
2030	0.8822398239	1.316036312
2031	0.8823216421	1.31557905
2032	0.8824270279	1.314989841
2033	0.8824316824	1.314963811
2034	0.8824363083	1.314937941
2035	0.8824408263	1.314912674
2036	0.8824453048	1.314887628
2037	0.882449866	1.314862118
2038	0.8824544028	1.314836745
2039	0.8825045591	1.314556197
2040	0.88250903	1.314531186
2041	0.882546298	1.314322686
2042	0.8825507939	1.31429753
2043	0.8825729486	1.314173565
2044	0.8825949486	1.314050454
2045	0.8826157628	1.313933968
2046	0.8826847695	1.3135477
2047	0.8827811397	1.313008073
2048	0.8827855087	1.312983603
2049	0.8828383049	1.312687871
2050	0.8829424369	1.31210439
2051	0.8830454433	1.31152696
2052	0.8831106541	1.311161273
2053	0.8831602108	1.310883302
2054	0.8831646483	1.310858409
2055	0.8831690024	1.310833983
2056	0.8831733974	1.310809326
2057	0.8832559168	1.310346306
2058	0.883305867	1.310065953
2059	0.8833173139	1.310001697
2060	0.8833215817	1.30997774
2061	0.883343428	1.309855096
2062	0.8833789816	1.309655478
2063	0.8834750121	1.309116155
2064	0.8834792391	1.309092411
2065	0.8834949397	1.309004211
2066	0.8835302704	1.308805715
2067	0.883624399	1.308276732
2068	0.8836331677	1.308227443
2069	0.8836497099	1.308134454
2070	0.8836646132	1.308050672
2071	0.883712337	1.307782346
2072	0.8837165929	1.307758415
2073	0.8837398132	1.307627837
2074	0.8837440391	1.307604072
2075	0.8837482584	1.307580343
2076	0.8837630599	1.307497098
2077	0.8837672086	1.307473764
2078	0.8837877758	1.307358081
2079	0.8838937366	1.306761929
2080	0.8838979054	1.306738469
2081	0.8839182497	1.306623976
2082	0.8839557635	1.30641283
2083	0.883973068	1.30631542
2084	0.8840076712	1.306120612
2085	0.8840116994	1.306097932
2086	0.8840157005	1.306075405
2087	0.8840197109	1.306052824
2088	0.8840237625	1.306030012
2089	0.884133166	1.30541386
2090	0.8842093581	1.30498458
2091	0.8843107406	1.304413153
2092	0.8843300089	1.304304523
2093	0.8843533823	1.304172736
2094	0.8844027517	1.303894331
2095	0.8845028153	1.303329869
2096	0.8845484225	1.303072516
2097	0.8845963588	1.302801966
2098	0.8846480016	1.302510432
2099	0.8847469515	1.301951661
2100	0.8847813312	1.301757462
2101	0.8848113162	1.301588063
2102	0.8848360809	1.30144814
2103	0.8849495184	1.300807013
2104	0.8849535528	1.300784205
2105	0.8850238189	1.300386909
2106	0.8850683297	1.300135175
2107	0.8850722595	1.300112948
2108	0.8851645311	1.299590935
2109	0.8851708096	1.299555407
2110	0.8851953491	1.299416539
2111	0.8852930428	1.298863549
2112	0.8853896957	1.298316217
2113	0.8854041039	1.298234606
2114	0.8854820078	1.297793252
2115	0.8854859259	1.297771051
2116	0.8855027148	1.297675914
2117	0.8856003827	1.297122328
2118	0.8856774898	1.296685114
2119	0.8857408574	1.296325695
2120	0.8857650767	1.296188298
2121	0.8858429818	1.29574624
2122	0.8859114161	1.295357798
2123	0.8859153419	1.295335511
2124	0.8859351564	1.295223018
2125	0.8859548506	1.295111198
2126	0.8859811694	1.294961749
2127	0.8860007443	1.294850584
2128	0.8861603035	1.293944097
2129	0.8862030627	1.293701066
2130	0.8862532145	1.293415959
2131	0.8863679529	1.292763449
2132	0.8864140729	1.292501074
2133	0.8864666464	1.292201921
2134	0.8864959443	1.29203518
2135	0.8865162437	1.291919639
2136	0.886520013	1.291898184
2137	0.8865237686	1.291876807
2138	0.8866399477	1.291215313
2139	0.8866871343	1.290946548
2140	0.8867064079	1.290836754
2141	0.886773158	1.290456431
2142	0.8867769789	1.290434658
2143	0.8867807838	1.290412975
2144	0.8867845283	1.290391636
2145	0.8868637443	1.289940118
2146	0.8868675196	1.289918596
2147	0.8868712808	1.289897153
2148	0.8868904217	1.289788026
2149	0.8869260819	1.289584693
2150	0.8869451752	1.289475811
2151	0.886978123	1.2892879
2152	0.8870031661	1.289145054
2153	0.8870798418	1.288707595
2154	0.8870835522	1.288686422
2155	0.887102465	1.288578494
2156	0.8871750755	1.28816405
2157	0.8872203786	1.287905404
2158	0.8872339993	1.287827629
2159	0.8872376206	1.287806951
2160	0.8872412158	1.287786421
2161	0.8873556017	1.28713307
2162	0.887379193	1.28699828
2163	0.8873911227	1.286930114
2164	0.8874359677	1.286673837
2165	0.8874396126	1.286653005
2166	0.8874431576	1.286632744
2167	0.8874467757	1.286612065
2168	0.8874502884	1.286591987
2169	0.887510786	1.286246157
2170	0.8875353639	1.286105633
2171	0.8875583949	1.285973939
2172	0.8875715893	1.285898486
2173	0.8876497214	1.28545159
2174	0.8876994145	1.285167278
2175	0.8877939475	1.284626246
2176	0.8878355384	1.284388142
2177	0.8878390269	1.284368168
2178	0.8878897637	1.284077639
2179	0.8879368066	1.283808203
2180	0.8879693698	1.283621665
2181	0.888008153	1.283399461
2182	0.88801735	1.283346763
2183	0.8880616327	1.283092992
2184	0.8881038419	1.282851058
2185	0.8881112516	1.282808583
2186	0.8881220147	1.282746882
2187	0.8881403068	1.282642012
2188	0.8882099538	1.282242646
2189	0.8882420513	1.282058552
2190	0.8882610728	1.281949442
2191	0.8882667265	1.28191701
2192	0.8883283401	1.281563515
2193	0.8883842122	1.281242876
2194	0.888406202	1.281116659
2195	0.8884096945	1.281096611
2196	0.8884499828	1.280865328
2197	0.8884968105	1.280596452
2198	0.8885210639	1.280457171
2199	0.8885454095	1.280317346
2200	0.888591655	1.2800517
2201	0.8886847554	1.279516738
2202	0.8887858846	1.27893539
2203	0.8888355228	1.278649944
2204	0.8888543106	1.278541888
2205	0.8888633895	1.278489668
2206	0.8888967563	1.278297732
2207	0.8889439304	1.278026322
2208	0.8889570433	1.277950869
2209	0.889000186	1.277702589
2210	0.8890348525	1.277503053
2211	0.889050006	1.277415821
2212	0.8890557901	1.277382523
2213	0.8890881788	1.277196052
2214	0.8891306112	1.276951715
2215	0.8891739965	1.276701843
2216	0.8892240926	1.27641326
2217	0.8892420209	1.276309967
2218	0.8892826706	1.276075733
2219	0.8893288186	1.275809766
2220	0.8893830388	1.275497204
2221	0.8894212498	1.275276884
2222	0.8894951307	1.274850788
2223	0.8895841693	1.274337083
2224	0.8896788424	1.273790643
2225	0.8896972841	1.273684172
2226	0.889808292	1.273043098
2227	0.8898332716	1.272898795
2228	0.8898955263	1.272539089
2229	0.8899124185	1.272441469
2230	0.8900040018	1.271912079
2231	0.8900946233	1.271388031
2232	0.8902792938	1.270319446
2233	0.8903130942	1.270123765
2234	0.8903164074	1.270104581
2235	0.8903340719	1.270002303
2236	0.8903517782	1.269899773
2237	0.8903750278	1.269765132
2238	0.8904438174	1.269366681
2239	0.8904471415	1.269347424
2240	0.8904652184	1.269242694
2241	0.8905026265	1.269025941
2242	0.8905058677	1.269007159
2243	0.8905185431	1.268933705
2244	0.8905927413	1.268503639
2245	0.8906384035	1.2682389
2246	0.8906872878	1.267955419
2247	0.8907231677	1.26774731
2248	0.8907369658	1.26766727
2249	0.8907928086	1.267343285
2250	0.8907995694	1.267304055
2251	0.8908028748	1.267284875
2252	0.8908426993	1.267053763
2253	0.8909320172	1.266535273
2254	0.890949797	1.266432037
2255	0.8909551423	1.266400998
2256	0.8910435246	1.265887677
2257	0.8910893506	1.265621439
2258	0.891096404	1.265580455
2259	0.8912820249	1.264501435
2260	0.8913357425	1.264189001
2261	0.8913716143	1.26398032
2262	0.8913747847	1.263961874
2263	0.8914111796	1.263750111
2264	0.8914245777	1.263672146
2265	0.8914387272	1.263589803
2266	0.8914418432	1.263571668
2267	0.8915064866	1.263195401
2268	0.8915336179	1.263037446
2269	0.8915802587	1.262765861
2270	0.8916169176	1.262552361
2271	0.8916534095	1.262339796
2272	0.8916925168	1.262111957
2273	0.8917336137	1.261872482
2274	0.8917368049	1.261853885
2275	0.8917528286	1.2617605
2276	0.8917667122	1.261679582
2277	0.8917912395	1.261536616
2278	0.8917943052	1.261518745
2279	0.8918460935	1.261216821
2280	0.8918491572	1.261198958
2281	0.8918521928	1.261181258
2282	0.8918959681	1.260925986
2283	0.8918990719	1.260907885
2284	0.8919114054	1.260835952
2285	0.8919985432	1.260327626
2286	0.8920050244	1.260289809
2287	0.8920101014	1.260260185
2288	0.8920572064	1.259985293
2289	0.8920918627	1.25978301
2290	0.8921433796	1.259482255
2291	0.8921807458	1.259264066
2292	0.8922073303	1.259108812
2293	0.8922568612	1.258819497
2294	0.8922727194	1.258726854
2295	0.8923137611	1.258487057
2296	0.8923867726	1.258060357
2297	0.892419152	1.257871076
2298	0.8924490608	1.257696212
2299	0.8925330168	1.257205227
2300	0.8925660564	1.257011954
2301	0.8926199693	1.256696516
2302	0.8926230116	1.256678714
2303	0.8926509299	1.256515333
2304	0.892670809	1.256398985
8471030329	1.566060623
